"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Euro area","EMU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166059157884.909","155915507081.677","152967091793.332","163448050899.523","189114741776.774","219332888766.033","228207694311.822","248295034031.059","281121020630.138","305630882910.835","267956545294.143","263075566903.625","300788545114.218","289621811362.464","311096621733.909","325641391548.072","293031213607.283","297293396466.562","326730490336.465","356076161403.959","355218744907.194","","","",
"Eritrea","ERI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","69000000","90000000","34000000","28000000","36000000","74000000","73000000","74000000","73000000","66000000","60000000","61000000","46000000","26000000","","","","","","","48000000","","","","","","",
"Spain","ESP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27369000000","29751000000","28649000000","31592000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452000000","565000000","597000000","668000000","702000000","657000000","661000000","737000000","883000000","1111000000","1229000000","1361000000","1416000000","1643000000","","","","","2022000000","2278000000","1893000000","1911000000","2124000000","2326000000","2310000000","865000000","","",
"Ethiopia","ETH","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177000000","170000000","157000000","152000000","176000000","205000000","218000000","261000000","336000000","458000000","533000000","639000000","790000000","1184000000","1119000000","1434000000","1998000000","1980000000","2236000000","2107000000","2279000000","2138000000","2505000000","3548000000","3529000000","2282000000","","",
"European Union","EUU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191095627788.803","181197546990.802","178908884267.063","190822521645.121","221855492535.468","257218787049.334","269692431086.208","295830867552.298","339745395064.946","373436332791.051","323170182563.634","317220883354.057","362150580143.974","347053535670.254","371670340710.286","389654765739.209","348444514961.217","357446356978","395733644219.927","431696488610.397","432150008319.399","","","",
"Fragile and conflict affected situations","FCS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11051089610.3936","11856331737.4697","12585682325.1853","13057958906.8813","15936190762.0556","18496049260.3529","20688220005.0939","25201190204.1618","20895406713.3257","23906290395.9278","25101207072.81","26351211708.1934","26018006590.4597","27557594253.8476","","","","","","",
"Finland","FIN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2383000000","2408000000","2358000000","2371000000","2236000000","2035000000","2066000000","2238000000","2679000000","2977000000","3069000000","3515000000","4287000000","4875000000","4072000000","4496000000","5615000000","5418000000","5774000000","5409000000","4011000000","4017000000","5210000000","5762000000","5944000000","1757000000","","",
"Fiji","FJI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369000000","374000000","386000000","309000000","365000000","291000000","316000000","384000000","496000000","588000000","722000000","684000000","722000000","952000000","688000000","825000000","955000000","989000000","966000000","1091000000","1094000000","1149000000","1243000000","1370000000","1345000000","236000000","","",
"France","FRA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31295000000","32088000000","","","44551000000","38706000000","37826000000","41113000000","46576000000","53068000000","52126000000","54615000000","63890000000","68034000000","58906000000","56178000000","66133000000","63975000000","66054000000","67402000000","66441000000","63557000000","67717000000","72518000000","70776000000","35958000000","","",
"Faroe Islands","FRO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15800000.1907349","13199999.8092651","13899999.6185303","17000000","14699999.8092651","16799999.2370605","16700000.7629395","19000000","21000000","23000000","25000000","27000000","","","","","","","","","","","","","","",
"Gabon","GAB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94000000","91000000","103000000","110000000","143000000","99000000","46000000","77000000","84000000","74000000","13000000","","26000000","26500000","26200000.7629395","89000000","25399999.6185303","39500000","61200000.7629395","43500000","28700000.7629395","","","","","","","",
"United Kingdom","GBR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27577000000","29181000000","30483000000","31658000000","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000000","229000000","131000000","107000000","136000000","144000000","172000000","209000000","287000000","361000000","440000000","505000000","537000000","737000000","1069000000","1565000000","1916000000","1972000000","2049000000","2315000000","2971000000","3518000000","3551000000","586000000","","",
"Ghana","GHA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30000000","32000000","35000000","304000000","325000000","357000000","374000000","383000000","441000000","495000000","867000000","910000000","990000000","970000000","849000000","706000000","797000000","1154000000","1010000000","1027000000","911000000","952000000","919000000","996000000","1490000000","191000000","","",
"Gibraltar","GIB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","911000.01335144","9300000.19073486","4800000.19073486","4300000.19073486","5800000.19073486","7800000.19073486","8199999.80926514","","","","","","1100000.02384186","2400000.09536743","4900000.09536743","2039999.96185303","2119999.88555908","1679999.94754791","","17100000.3814697","27000000","16600000.3814697","16600000.3814697","4699999.80926514","10399999.6185303","1289999.96185303","","",
"Gambia, The","GMB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67000000","76000000","","","","","","58000000","51000000","59000000","69000000","87000000","80199996.9482422","64000000","80000000","86000000","104000000","78000000","110000000","92000000","88000000","128000000","174000000","157000000","53000000","","",
"Guinea-Bissau","GNB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2400000.09536743","2200000.04768372","","","","","","13600000.3814697","14500000","6800000.19073486","","","","","16440000.5340576","20000000","18920000.0762939","","","",
"Equatorial Guinea","GNQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","4000000","5000000","400000.005960464","10000000","5000000","14000000","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4182000000","3759000000","3794000000","","8839000000","9264000000","9219000000","10012000000","10852000000","12815000000","13455000000","14502000000","15683000000","17608000000","16038000000","13857000000","16269000000","14665000000","17433000000","19489000000","17547000000","16811000000","19139000000","21594000000","23003000000","6193000000","","",
"Grenada","GRD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76000000","79000000","78000000","83000000","88000000","93000000","83000000","91000000","104000000","86000000","71000000","94000000","129000000","127000000","112000000","112000000","117000000","122000000","120000000","388000000","422000000","437000000","482000000","548000000","","","","",
"Greenland","GRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216000000","221000000","270000000","329000000","374000000","498000000","588000000","647000000","646000000","630000000","791000000","919000000","1055000000","1098300048.82813","1086300048.82813","1053300048.82813","1077400024.41406","1110000000","1160699951.17188","1164400024.41406","1169500000","1202699951.17188","1217599975.58594","1235099975.58594","1227199951.17188","298500000","","",
"Guam","GUM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112000000","115000000","111000000","109000000","80000000","65000000","53000000","28000000","","","","","","","","","","","","","","","","","","","",
"High income","HIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","369250387442.315","389979874317.695","392159024933.586","396595747065.388","402119156859.716","406354078434.265","387844332293.838","395208196209.97","432841152808.912","504919193320.421","540951080209.586","577257884310.534","658445306632.038","728741894995.087","664610301367.815","736520251730.009","837141829240.137","871559959487.361","937965896093.325","996288300465.921","969581840019.396","989702994396.272","1059774547836.21","1147990968330.66","1152146571725.37","","","",
"Hong Kong SAR, China","HKG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7337000000","7343000000","8198000000","7923000000","9849000000","9004000000","11874000000","13588000000","15541000000","18237000000","20236000000","20291000000","27208000000","33169000000","37098000000","42426000000","46352000000","42491000000","37838000000","38170000000","42313000000","32697000000","","","",
"Honduras","HND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85000000","119000000","152000000","175000000","214000000","263000000","260000000","305000000","372000000","420000000","465000000","515700012.207031","546599975.585938","619799987.792969","616099975.585938","626700012.207031","641500000","683700012.207031","618000000","706000000","671000000","585000000","610000000","601000000","556000000","189000000","","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169375778.35663","2339667347.43196","2438391025.23368","2892143066.66149","3134471547.33111","3042986471.72565","3628225810.34078","3914190725.7817","4600175431.15737","5299920424.62923","6440065966.42044","7253625944.64481","8891560408.92892","9980561784.54476","9528506501.86277","9910939980.87561","12202929229.3629","14148822902.1348","14889545709.9632","15621715576.352","15163804029.4747","15777030392.8309","16462865233.7835","19734803845.2177","20858320354.982","","","",
"Croatia","HRV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2595000000","2871000000","3463000000","3952000000","6513000000","6945000000","7625000000","8296000000","9617000000","11615000000","9300000000","8299000000","9598000000","8912000000","9715000000","10079000000","8207000000","9215000000","10534000000","11348000000","11974000000","5631853027.34375","","",
"Haiti","HTI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90000000","96000000","107000000","131000000","135000000","128000000","105000000","108000000","96000000","93000000","80000000","126000000","190000000","360000000","416000000","383000000","456000000","447000000","546000000","578000000","609000000","511000000","460000000","620000000","","","","",
"Hungary","HUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2938000000","3589000000","3824000000","3688000000","3622000000","3809000000","4191000000","3774000000","4119000000","4009000000","4761000000","4998000000","5628000000","7533000000","7013000000","6595000000","7239000000","6149000000","6671000000","7483000000","6929000000","7481000000","8448000000","9618000000","10225000000","4224000000","","",
"IBRD only","IBD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6367846579.82421","6954730832.32584","7615310245.3154","8200503387.15194","8608755550.83429","7615135303.51802","8148869232.65954","8725277586.38187","9519435233.67671","12556181745.334","14528261482.5457","16586761945.0039","20597775122.1528","23538967570.5939","22630711945.9473","27268022051.1459","25740362369.8033","28635139134.617","30741012593.1347","33902884985.3656","33715679043.3616","33806058987.5273","37443652752.52","42040713817.6538","45396369606.8399","","","",
"IDA blend","IDB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2658786107.77611","2926753780.08419","3453347736.72812","3387939224.21866","3349137564.25543","2589690683.63531","2593222482.20535","2710213281.94537","3058316095.09039","3657992398.66179","4157338109.26614","4861287987.98727","5634681608.55664","6427304729.99662","5461868136.33927","6089848883.6025","6984160012.61976","7010987771.9512","6996903200.00786","7995200001.47819","8152185183.53917","7911800004.60148","10151705391.7013","10652993522.6195","10859684429.0933","","","",
"Indonesia","IDN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5797000000","4461000000","5226000000","5094000000","4890000000","5831000000","8150000000","6053000000","7618000000","9038000000","9463000000","10302000000","11567000000","12054000000","12566000000","14691000000","17915000000","18405000000","3533000000","","",
"IDA only","IDX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3785264045.59986","4556010240.16449","5073233525.35139","5061015409.60926","5687285330.20852","6183840349.66489","6606471436.3381","9144227004.5668","10662801169.8524","12047332881.5812","15404681725.1737","17617617791.5553","17731747301.4044","21911524412.5542","19403983284.7192","22364664025.4388","24552900672.4507","26791985091.8801","25906385654.2697","26758326392.2471","28053764792.6281","32347248555.226","35608230395.6728","","","",
"Isle of Man","IMN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3598000000","3342000000","3300000000","4560000000","6307000000","7659000000","8915000000","11234000000","12462000000","","","","18340000000","19042000000","20756000000","21472000000","23111000000","27878000000","29143000000","31661000000","13413000000","","",
"Not classified","INX","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2697792724.60938","3022329589.84375","3181000000","","3403000000","3517000000","3789000000","4228000000","5206000000","6075000000","6779000000","7668000000","9260000000","9972000000","8465000000","8185000000","9532000000","9255000000","10165000000","11101000000","11476000000","12649000000","14294000000","15276000000","14808000000","4160000000","","",
"Iran, Islamic Rep.","IRN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205000000","142000000","190000000","656000000","559000000","677000000","1122000000","1607000000","1266000000","1305000000","1025000000","1464000000","1950000000","1978000000","2259000000","2631000000","2489000000","2483000000","3306000000","4197000000","4771000000","4634000000","4531000000","5252000000","","","","",
"Iraq","IRQ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186000000","170000000","555000000","867000000","1432000000","1736000000","1557000000","1640000000","1682000000","1938000000","2833000000","3120000000","2959000000","1986000000","3593000000","955000000","","",
"Iceland","ISL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309000000","312000000","314000000","372000000","380000000","386000000","383000000","415000000","486000000","558000000","635000000","702000000","848000000","881000000","","","","","","","","","","","","","","",
"Israel","ISR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3491000000","3506000000","3740000000","3598000000","4800000000","4611000000","2854000000","2426000000","2473000000","2908000000","3750000000","3736000000","4325000000","5401000000","4937000000","5638000000","5886000000","6183000000","6600000000","6616000000","6605000000","6616000000","7602000000","8048000000","8459000000","2661000000","","",
"Italy","ITA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30411000000","31884000000","31415000000","31339000000","29570000000","28712000000","26924000000","28213000000","32623000000","37893000000","38364000000","41666000000","46134000000","","","","","","","","41415000000","42423000000","46719000000","51602000000","51910000000","20459000000","","",
"Jamaica","JAM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1199000000","1218000000","1290000000","1380000000","1486000000","1577000000","1494000000","1482000000","1621000000","1733000000","1783000000","2094000000","2142000000","2222000000","2070000000","2095000000","2060000000","","","","","","","","","","","",
"Jordan","JOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973000000","1026000000","1063000000","1083000000","1016000000","935000000","884000000","1254000000","1266000000","1621000000","1759000000","2426000000","2754000000","3539000000","3472000000","4390000000","4351000000","5123000000","5145000000","5518000000","4968000000","4943000000","5549000000","6221000000","6765000000","1745000000","","",
"Japan","JPN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4894000000","5775000000","6175000000","5664000000","5715000000","5970000000","5750000000","6069000000","11475000000","14343000000","15554000000","11490000000","12422000000","13781000000","12537000000","15356000000","12533000000","16197000000","16865000000","20790000000","27285000000","33456000000","36978000000","45276000000","49209000000","11395000000","","",
"Kazakhstan","KAZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155000000","258000000","350000000","454000000","394000000","403000000","502000000","680000000","638000000","803000000","801000000","973000000","1214000000","1255000000","1185000000","1236000000","1524000000","2154000000","2365000000","2239000000","1833000000","2038000000","2356000000","2651000000","2922000000","589000000","","",
"Kenya","KEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785000000","823000000","1077000000","1213000000","1211000000","500000000","536000000","513000000","619000000","799000000","969000000","1181000000","1514000000","1398000000","1124000000","1620000000","1844000000","2004000000","1829000000","1745000000","1596000000","1472000000","1564000000","1784000000","1762000000","","","",
"Kyrgyz Republic","KGZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12000000","18000000","20000000","32000000","48000000","62000000","92000000","94000000","189000000","392000000","569000000","300000000","212000000","405000000","486000000","585000000","468000000","482000000","477000000","480000000","518000000","708000000","195000000","","",
"Cambodia","KHM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000000","117000000","99000000","129000000","240000000","345000000","429000000","509000000","441000000","673000000","929000000","1109000000","1169000000","1280000000","1463000000","1671000000","2258000000","2663000000","2895000000","3220000000","3419000000","3523000000","4024000000","4832000000","5312000000","1119000000","","",
"Kiribati","KIR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000000","2099999.90463257","2599999.90463257","3099999.90463257","2799999.95231628","2700000.04768372","3200000.04768372","","","","3099999.90463257","","","","","","","","","","","","5170000.07629395","","","","","",
"St. Kitts and Nevis","KNA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63000000","68000000","72000000","71000000","69000000","58000000","62000000","57000000","75000000","103000000","121000000","132000000","125000000","110000000","83000000","90000000","94000000","95000000","101000000","343000000","317000000","332000000","355000000","367000000","","","","",
"Korea, Rep.","KOR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6670000000","6350000000","6317000000","8263000000","8337000000","8527000000","7917000000","7617000000","7002000000","8222000000","8282000000","8437000000","9253000000","13440000000","13262000000","14315000000","17329000000","18731000000","19457000000","22390000000","18711000000","20924000000","17173000000","23104000000","25456000000","11776000000","","",
"Kuwait","KWT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307000000","389000000","396000000","456000000","342000000","394000000","286000000","320000000","328000000","398000000","413000000","508000000","530000000","610000000","660000000","574000000","644000000","780000000","619000000","615000000","931000000","831000000","643000000","919000000","1198000000","524000000","","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18104258324.147","20190495048.3566","22181465510.3136","23516932183.813","24370717865.1187","26836449654.701","26055343130.3416","25516146462.4069","28533704751.7854","32413790702.2872","36994042538.5938","40495552696.3222","44838428812.6763","48596472018.8256","44191553377.8852","46739962747.3032","50467276355.7206","54141976261.4906","58224976108.7184","64132465411.3932","66701100396.3318","71234508365.4837","75265640563.8095","79006050569.6583","81459149602.4918","","","",
"Lao PDR","LAO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52000000","63000000","61000000","97000000","86000000","","108000000","110000000","77000000","122000000","143000000","160000000","190000000","280000000","271000000","385000000","413000000","461000000","613000000","642400024.414063","725000000","717000000","655000000","833000000","974000000","227000000","","",
"Lebanon","LBN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710000000","715000000","1000000000","1221000000","673000000","742000000","837000000","","6782000000","5931000000","5969000000","5457000000","5796000000","6317000000","7157000000","8026000000","6797000000","7361000000","7032000000","6835000000","7087000000","7373000000","8086000000","8694000000","8717000000","2369000000","","",
"Liberia","LBR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59000000","67000000","124000000","131000000","158000000","123000000","","","","","","","","","","","","","",
"Libya","LBY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","4000000","3000000","23000000","39000000","84000000","90000000","202000000","243000000","261000000","301000000","244000000","99000000","99000000","159000000","170000000","","","","","","","","","","","","",
"St. Lucia","LCA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230000000","237000000","253000000","283000000","263000000","281000000","233000000","210000000","282000000","326000000","382000000","294000000","302000000","311000000","296000000","309000000","321000000","337000000","354000000","778000000","810000000","776000000","875000000","989000000","","","","",
"Latin America & Caribbean","LCN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27496284323.333","30137636202.5144","32498786273.1994","34539763010.6325","35440720363.5849","38615438788.1485","38234590489.8398","36976005879.0228","40457788122.1828","46050442083.6414","51567172209.8749","55975354667.3441","61795379923.5171","66138108401.6869","60683397614.2429","63893459858.3283","68745665395.7796","74098949813.4393","78411113783.0639","85047338480.8007","88225390374.254","93835317530.7462","98412826249.6212","101815368841.855","104584816431.255","","","",
"Least developed countries: UN classification","LDC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2639181882.33074","2820080916.31592","2651978627.49654","2910542299.88207","3238256831.212","3227514900.13991","3743451774.25185","4102993818.83034","4297498413.65777","5384394659.64618","6208352642.01956","7204095806.31083","9233534531.16936","10906897664.4934","11039707644.9778","12341231333.7977","14414479462.9519","16578249162.9365","18979582440.8268","21096261687.6754","20150891370.9732","20172369303.0441","21500887186.3327","24732461286.5662","26746319783.4889","","","",
"Low income","LIC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1432955779.53889","1348685417.0227","1374189762.71236","1234988488.29784","1349387976.8274","1507706347.53555","1831093302.25184","2170076021.89593","2411935208.76257","3940666351.3734","4512646525.6318","5026774560.3397","6601093473.75258","7548902416.03917","8057968288.33106","11355525611.3823","7688657792.66604","8932397339.92461","9370763421.96222","9850364367.46096","8488774696.70176","8614503881.66773","8999448387.80904","11679698812.7254","11751847677.4162","","","",
"Liechtenstein","LIE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","367000000","282000000","351000000","369000000","414000000","388000000","347000000","594000000","709000000","808000000","729000000","733000000","750000000","803000000","754000000","1044000000","1421000000","1756000000","2506000000","3278000000","3978000000","4591000000","5083000000","5608000000","4663000000","1076000000","","",
"Lower middle income","LMC","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30086088094.4078","30809723434.4521","32732113019.207","34606779435.395","44750420461.8972","50817568941.6318","58968666113.498","73513409942.9495","81334936758.9849","71034688091.6432","81041906828.3795","84015611029.5627","92259215009.2332","93880688708.9913","99605093629.1792","98307158972.3268","98018347429.2237","118023139753.334","133339168765.262","145059485965.47","","","",
"Low & middle income","LMY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","33700000.7629395","33720001.2207031","24700000.7629395","23100000.3814697","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102000000","345000000","399000000","504000000","591000000","430000000","425000000","556000000","700000000","834000000","","","","","","","","","","","","","","","","","","",
